website,output.cyclomatic,output.cyclomaticDensity,output.halstead.bugs,output.halstead.difficulty,output.halstead.effort,output.halstead.length,output.halstead.time,output.halstead.vocabulary,output.halstead.volume,output.halstead.operands.distinct,output.halstead.operands.total,output.halstead.operators.distinct,output.halstead.operators.total,output.params,output.sloc.logical,output.sloc.physical,class
swiftabrid.ma,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tapclaim.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
ikon.london,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tapleaks.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
vidlo.us,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tasky-na-notebooky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
sweatheory.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tasky-na-plece.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
muaraenimkab.go.id,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tasticky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
carrd.co,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tbfpblog.wordpress.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
livestore.gr,1,20.0,0.002,0.0,0.0,5.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0,5.0,5.0,0
techiediaries.com,66,23.7605,4.584,47.4235,1304010.435,1615.5,72445.024,185.0,13751.0055,166.5,851.0,18.5,764.5,24,240.5,299.5,1
najatradingivs.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
techno360.in,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
gsning.ru,1,16.667,0.004,0.0,0.0,6.0,0.0,4.0,12.0,4.0,6.0,0.0,0.0,0,6.0,6.0,0
terabytezone.com,66,22.094,4.585,47.4235,1304010.435,1616.0,72445.024,186.0,13754.5055,167.5,851.5,18.5,764.5,24,241.0,300.0,1
vettimes.co.uk,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
textil.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
livinguard.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
the-love-feed.tumblr.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
weddingbee.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
thepiratebay.cd,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
blackhawknetwork.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
thepiratebay.cr,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
testprom.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
thesewinggroup.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
anglaispourlebac.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tielka-topy-vesty.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
shinhanbank.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
timea.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dnscreativewebresults.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
timesindonesia.co.id,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
tvlanka.lk,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
tindershwinder.tumblr.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
azadblog.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tkmc.nl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
sydneycbdmedicalcentre.com.au,1,12.5,0.008,0.0,0.0,8.0,0.0,8.0,24.0,8.0,8.0,0.0,0.0,0,8.0,8.0,0
todonoticias.ga,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
himalayandecorintl.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
topfilmy.to,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
abdpost.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
trezabitx.faucetfly.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
browserdownload.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tricka.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
zelly.live,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
true-penis-enlargement-without-fraud.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
walmartlabs.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
ttindir.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
oliviacare.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
tutti.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
tcatmn.us,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
twiterous.com,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
kr.gov.ua,1,20.0,0.004,0.0,0.0,5.0,0.0,5.0,11.61,5.0,5.0,0.0,0.0,0,5.0,5.0,0
udc.com.mx,66,23.7605,4.585,47.4235,1304010.435,1615.5,72445.024,186.5,13754.3105,168.0,851.0,18.5,764.5,24,240.5,299.5,1
timesofsports.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
uk-ufo.co.uk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
confectionerynews.com,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
uncheckedbreastjealousy.tumblr.com,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
promotionbmw.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
urbanproxy.eu,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
gupi.rs,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
usebootstrap.com,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
myfigurecollection.net,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
utahgateway.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
haverford.edu,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
v-kosmose.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
wanago.io,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
v-pre-potesenie.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
antiquepopart.com,1,12.5,0.008,0.0,0.0,8.0,0.0,8.0,24.0,8.0,8.0,0.0,0.0,0,8.0,8.0,0
vaslui.rou.ro,66,20.0105,4.587,47.4235,1304010.435,1617.0,72445.024,188.0,13760.5055,169.5,852.5,18.5,764.5,24,242.0,301.0,1
project-outlook.com.au,1,10.0,0.011000000000000001,0.0,0.0,10.0,0.0,10.0,33.219,10.0,10.0,0.0,0.0,0,10.0,10.0,0
vastagoepicentro.com,66,18.7605,4.5885,47.4235,1304010.435,1618.0,72445.024,189.0,13765.115,170.5,853.5,18.5,764.5,24,243.0,302.0,1
ch23.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vefire.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
healthbd52.blogspot.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vera.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
borisfx.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
veritatis.com.br,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
kegrealtors.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vevo.ws,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
studentbeans.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vianocne-ozdoby-handmade.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
realestatemahmutlar.blogspot.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
videotuts.ru,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
botblock.org,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vipbtc.faucetfly.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
cleanitsupply.ca,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
visionsbeyond.co,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
webershandwick.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vlasove-doplnky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
soneclinic.com,1,7.143,0.018000000000000002,0.0,0.0,14.0,0.0,14.0,53.303000000000004,14.0,14.0,0.0,0.0,0,14.0,14.0,0
von-der-sheltieban.de,66,17.332,4.592,47.4235,1304010.435,1620.0,72445.024,191.0,13775.157,172.5,855.5,18.5,764.5,24,245.0,304.0,1
metricmarketing.com,1,11.110999999999999,0.01,0.0,0.0,9.0,0.0,9.0,28.529,9.0,9.0,0.0,0.0,0,9.0,9.0,0
vparizi.cz,66,19.316,4.588,47.4235,1304010.435,1617.5,72445.024,188.5,13762.77,170.0,853.0,18.5,764.5,24,242.5,301.5,1
xn----7sbbcuabffr8as9ahnz4li.xn--p1ai,1,10.0,0.011000000000000001,0.0,0.0,10.0,0.0,10.0,33.219,10.0,10.0,0.0,0.0,0,10.0,10.0,0
vrime.cz,66,18.7605,4.5885,47.4235,1304010.435,1618.0,72445.024,189.0,13765.115,170.5,853.5,18.5,764.5,24,243.0,302.0,1
infinitecampus.org,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
vsekidki.ru,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
merca.vip,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
vwcamperblog.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
wordparts.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wealthartisan.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
e-typing.ne.jp,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
webland.be,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
studentsheart.com,1,33.333,0.001,0.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0,3.0,3.0,0
websitetasarimi.weebly.com,66,30.427,4.5835,47.4235,1304010.435,1614.5,72445.024,185.0,13750.0055,166.5,850.0,18.5,764.5,24,239.5,298.5,1
giftcharmers.in,1,7.143,0.018000000000000002,0.0,0.0,14.0,0.0,14.0,53.303000000000004,14.0,14.0,0.0,0.0,0,14.0,14.0,0
whafi.com,66,17.332,4.592,47.4235,1304010.435,1620.0,72445.024,191.0,13775.157,172.5,855.5,18.5,764.5,24,245.0,304.0,1
indac.org,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wicca-spells.net,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
tiyatroperon.com,1,14.286,0.006999999999999999,0.0,0.0,7.0,0.0,7.0,19.651,7.0,7.0,0.0,0.0,0,7.0,7.0,0
wickets.tv,66,20.9035,4.5865,47.4235,1304010.435,1616.5,72445.024,187.5,13758.331,169.0,852.0,18.5,764.5,24,241.5,300.5,1
borsamatik.com.tr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wiem-to.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
destekegitimi.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wikimov.blogspot.co.id,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
bpnorthwest.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wikimov.blogspot.com.au,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
geltir.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wikimov.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
firmware-up.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wikimov.blogspot.my,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
mobotel.ir,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
winfreebitcoin.faucetfly.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
dax.guide,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
winfreedogecoin.faucetfly.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
crackfix.net,1,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,2.0,2.0,0
witchhammer.ru,66,38.7605,4.583,47.4235,1304010.435,1614.0,72445.024,184.5,13748.5055,166.0,849.5,18.5,764.5,24,239.0,298.0,1
topnovostroek.ru,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
wszystkojasne.cba.pl,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
teconversion.com,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
xemphim.tv,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
daib.org.tr,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
xn--cumpleaosdefamosos-t0b.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
fluidbranding.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
xxxhd.xxx,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
renault.co.in,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
yesterday-in-my-life.blogspot.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
shmediaentertainments.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
yusufmansur.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
designasite101.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zahrada-a-outdoor.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
myglinks.xyz,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zahradne-doplnky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
shopandgrabph.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zanimljiva-geografija-resenja.blogspot.co.ke,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
mytrailer.club,1,33.333,0.002,0.0,0.0,3.0,0.0,3.0,4.755,3.0,3.0,0.0,0.0,0,3.0,3.0,0
zarabotat-dengi.ucoz.com,66,30.427,4.584,47.4235,1304010.435,1614.5,72445.024,185.5,13750.883,167.0,850.0,18.5,764.5,24,239.5,298.5,1
purabateria.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zdobene-flase-a-dozy.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
jspl.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zdrave-sviecky.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
virginiacoram.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zenfaucet.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
tratabrasil.org.br,1,25.0,0.003,0.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0,4.0,4.0,0
zonaautosiskola.hu,66,26.2605,4.5845,47.4235,1304010.435,1615.0,72445.024,186.0,13752.5055,167.5,850.5,18.5,764.5,24,240.0,299.0,1
magniant.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zoomquilt.org,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
lmt.kiev.ua,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zrypto.com,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
cpanel.eb2a.com,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0
zuzana.handmade.sk,66,63.7605,4.583,47.4235,1304010.435,1613.5,72445.024,184.5,13748.5055,166.0,849.0,18.5,764.5,24,238.5,297.5,1
